district,state,drought_risk,flood_frequency,flooded_area
gopalganj,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,5.467595215
gopalganj,"uttar pradesh, bihar,  assam",,1.0,5.467595215
gopalganj,"uttar pradesh, bihar, odisha, west bengal",,1.0,5.467595215
gopalganj,"west bengal, bihar",,1.0,5.467595215
gorakhpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,10.09175003
gorakhpur,"himachal pradesh, uttar pradesh",,1.0,10.09175003
gorakhpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,10.09175003
gorakhpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,10.09175003
gorakhpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,10.09175003
gorakhpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,10.09175003
gorakhpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,10.09175003
gorakhpur,"rajasthan, punjab, uttar pradesh",,1.0,10.09175003
gorakhpur,uttar pradesh,0.6254635757154965,46.0,10.09175003
gorakhpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,10.09175003
gorakhpur,"uttar pradesh , uttarakhand",,1.0,10.09175003
gorakhpur,"uttar pradesh, bihar,  assam",,1.0,10.09175003
gorakhpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,10.09175003
gorakhpur,"uttar pradesh, east rajasthan",,1.0,10.09175003
gorakhpur,"uttar pradesh, uttarakhand",,4.0,10.09175003
gorakhpur,"uttar pradesh, west bengal, bihar",,1.0,10.09175003
greater kolkata area,west bengal,,1.0,0.0
gulbarga / kalaburagi,karnataka,0.7502792600135202,0.0,0.0
gumla,jharkhand,,5.0,0.676989466
guna,"andhra pradesh, madhya pradesh",,1.0,0.457411017
guna,madhya pradesh,0.8044442872960891,13.0,0.457411017
guna,"madhya pradesh,  chhattisgarh",,2.0,0.457411017
guna,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.457411017
guna,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.457411017
guna,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.457411017
guntur,andhra pradesh,0.7297781680623787,32.0,9.242779332
guntur,"andhra pradesh, madhya pradesh",,1.0,9.242779332
guntur,"andhra pradesh, telangana",,1.0,9.242779332
gurdaspur,"jammu and kashmir, delhi, punjab",,1.0,7.99043277
gurdaspur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,7.99043277
gurdaspur,"madhya pradesh, punjab, haryana, west bengal",,1.0,7.99043277
gurdaspur,punjab,0.4234818424412059,41.0,7.99043277
gurdaspur,"rajasthan, punjab, uttar pradesh",,1.0,7.99043277
gurgaon,haryana,0.48029931347124954,0.0,0.0
gurugram,haryana,,13.0,1.164893604
gurugram,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.164893604
gurugram,"madhya pradesh, punjab, haryana, west bengal",,1.0,1.164893604
gurugram,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.164893604
gwalior,"andhra pradesh, madhya pradesh",,1.0,0.157120971
gwalior,madhya pradesh,0.6237157494848519,16.0,0.157120971
gwalior,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.157120971
gwalior,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.157120971
gwalior,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.157120971
gwalior,uttar pradesh,,1.0,0.157120971
gyalshing,sikkim,,19.0,0.0
hailakandi,assam,,80.0,17.33980856
hailakandi,"assam, odisha, west bengal, bihar",,1.0,17.33980856
hailakandi,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,17.33980856
hailakandi,"odisha, bihar, assam, west bengal",,1.0,17.33980856
hailakandi,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,17.33980856
hailakandi,"uttar pradesh, bihar,  assam",,1.0,17.33980856
hamirpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,6.04437889
hamirpur,himachal pradesh,,75.0,6.04437889
hamirpur,"himachal pradesh, uttar pradesh",,2.0,6.04437889
hamirpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,6.04437889
hamirpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,6.04437889
hamirpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,6.04437889
hamirpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,6.04437889
hamirpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,6.04437889
hamirpur,"rajasthan, punjab, uttar pradesh",,1.0,6.04437889
hamirpur,uttar pradesh,0.7527938758712478,26.0,6.04437889
hamirpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,6.04437889
hamirpur,"uttar pradesh, bihar,  assam",,1.0,6.04437889
hamirpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,6.04437889
hamirpur,"uttar pradesh, east rajasthan",,1.0,6.04437889
hamirpur,"uttar pradesh, uttarakhand",,2.0,6.04437889
hamirpur,"uttar pradesh, west bengal, bihar",,1.0,6.04437889
hanumangarh,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.706876306
hanumangarh,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.706876306
hanumangarh,"odisha, rajasthan",,1.0,3.706876306
hanumangarh,rajasthan,,7.0,3.706876306
hanumangarh,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.706876306
hanumangarh,"rajasthan, punjab, uttar pradesh",,1.0,3.706876306
hapur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,1.527097452
hapur,"himachal pradesh, uttar pradesh",,1.0,1.527097452
hapur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,1.527097452
hapur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.527097452
hapur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.527097452
hapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.527097452
hapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.527097452
hapur,"rajasthan, punjab, uttar pradesh",,1.0,1.527097452
hapur,uttar pradesh,,12.0,1.527097452
hapur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,1.527097452
hapur,"uttar pradesh , uttarakhand",,1.0,1.527097452
hapur,"uttar pradesh, bihar,  assam",,1.0,1.527097452
hapur,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.527097452
hapur,"uttar pradesh, east rajasthan",,1.0,1.527097452
hapur,"uttar pradesh, west bengal, bihar",,1.0,1.527097452
harda,"andhra pradesh, madhya pradesh",,1.0,1.128090368
harda,madhya pradesh,,11.0,1.128090368
harda,"madhya pradesh, punjab, haryana, west bengal",,1.0,1.128090368
harda,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.128090368
harda,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.128090368
hardoi,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.346537435
hardoi,"himachal pradesh, uttar pradesh",,1.0,4.346537435
hardoi,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.346537435
hardoi,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.346537435
hardoi,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.346537435
hardoi,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.346537435
hardoi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.346537435
hardoi,"rajasthan, punjab, uttar pradesh",,1.0,4.346537435
hardoi,uttar pradesh,0.61249877942822,32.0,4.346537435
hardoi,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.346537435
hardoi,"uttar pradesh, bihar,  assam",,1.0,4.346537435
hardoi,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.346537435
hardoi,"uttar pradesh, east rajasthan",,1.0,4.346537435
hardoi,"uttar pradesh, uttarakhand",,1.0,4.346537435
hardoi,"uttar pradesh, west bengal, bihar",,1.0,4.346537435
haridwar,uttar pradesh,,2.0,0.0
haridwar,"uttar pradesh, uttarakhand",,4.0,0.0
haridwar,uttarakhand,,3.0,0.0
hassan,karnataka,0.7687115724025387,41.0,0.048209394
hassan,"karnataka, kerala",,1.0,0.048209394
hassan,"kerala, karnataka",,1.0,0.048209394
hathras,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,1.329597887
hathras,"himachal pradesh, uttar pradesh",,1.0,1.329597887
hathras,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,1.329597887
hathras,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.329597887
hathras,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.329597887
hathras,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.329597887
hathras,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.329597887
hathras,"rajasthan, punjab, uttar pradesh",,1.0,1.329597887
hathras,uttar pradesh,,12.0,1.329597887
hathras,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,1.329597887
hathras,"uttar pradesh , uttarakhand",,1.0,1.329597887
hathras,"uttar pradesh, bihar,  assam",,1.0,1.329597887
hathras,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.329597887
hathras,"uttar pradesh, east rajasthan",,1.0,1.329597887
hathras,"uttar pradesh, west bengal, bihar",,1.0,1.329597887
haveri,karnataka,,25.0,1.041587377
haveri,"karnataka, kerala",,1.0,1.041587377
haveri,"kerala, karnataka",,1.0,1.041587377
hazaribagh,jharkhand,0.771469738206474,15.0,0.077051711
heavy rains hazaribagh,jharkhand,,1.0,0.0
hilly areas,jammu and kashmir,,1.0,0.0
hingoli,"bihar, maharashtra",,1.0,0.002176496
hingoli,maharashtra,,29.0,0.002176496
hingoli,"maharashtra, telangana",,1.0,0.002176496
hingoli,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.002176496
hisar,haryana,,17.0,4.24034665
hisar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.24034665
hisar,"madhya pradesh, punjab, haryana, west bengal",,1.0,4.24034665
hisar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.24034665
hisar,punjab,,1.0,4.24034665
hissar,haryana,0.37317975072292475,0.0,0.0
hojai,assam,,72.0,5.154656156
hojai,"assam, odisha, west bengal, bihar",,1.0,5.154656156
hojai,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,5.154656156
hojai,"odisha, bihar, assam, west bengal",,1.0,5.154656156
hojai,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,5.154656156
hojai,"uttar pradesh, bihar,  assam",,1.0,5.154656156
hooghly,uttar pradesh,,1.0,9.395681278
hooghly,west bengal,0.5979362975706096,30.0,9.395681278
hoshangabad,madhya pradesh,0.6775461982014304,0.0,1.375776716
hoshiarpur,"jammu and kashmir, delhi, punjab",,1.0,1.015664453
hoshiarpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.015664453
hoshiarpur,"madhya pradesh, punjab, haryana, west bengal",,1.0,1.015664453
hoshiarpur,punjab,0.43557290336312143,37.0,1.015664453
hoshiarpur,"rajasthan, punjab, uttar pradesh",,1.0,1.015664453
howrah,uttar pradesh,,2.0,19.56511981
howrah,west bengal,0.6753748027628331,28.0,19.56511981
hyderabad,andhra pradesh,,22.0,0.000277133
hyderabad,"andhra pradesh, telangana",,1.0,0.000277133
hyderabad,karnataka,,1.0,0.000277133
hyderabad,"maharashtra, telangana",,1.0,0.000277133
hyderabad,telangana,0.7218278279106609,14.0,0.000277133
hyderabad & parts of telangana,telangana,,1.0,0.0
idukki,"karnataka, kerala",,1.0,0.004693367
idukki,kerala,,113.0,0.004693367
idukki,"kerala, karnataka",,1.0,0.004693367
idukki,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.004693367
imphal east,manipur,,12.0,11.79273868
imphal west,manipur,,12.0,3.323981318
indore,"andhra pradesh, madhya pradesh",,1.0,0.263327649
indore,madhya pradesh,0.7619861689809492,29.0,0.263327649
indore,"madhya pradesh,  chhattisgarh",,2.0,0.263327649
indore,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.263327649
indore,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.263327649
indore,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.263327649
itanagar,arunachal pradesh,,20.0,0.0
jabalpur,"andhra pradesh, madhya pradesh",,1.0,0.609947111
jabalpur,madhya pradesh,0.7992097495911396,23.0,0.609947111
jabalpur,"madhya pradesh,  chhattisgarh",,4.0,0.609947111
jabalpur,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.609947111
jabalpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.609947111
jabalpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.609947111
jagatsinghapur,"assam, odisha, west bengal, bihar",,1.0,0.078061187
jagatsinghapur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.078061187
jagatsinghapur,madhya pradesh,,1.0,0.078061187
jagatsinghapur,odisha,,15.0,0.078061187
jagatsinghapur,"odisha, bihar, assam, west bengal",,1.0,0.078061187
jagatsinghapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.078061187
jagatsinghapur,"odisha, rajasthan",,1.0,0.078061187
jagatsinghapur,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.078061187
jagdalpur,chhattisgarh,,1.0,0.0
jagdalpur,"madhya pradesh,  chhattisgarh",,2.0,0.0
jagitial,andhra pradesh,,1.0,1.30267446
jagitial,"maharashtra, telangana",,1.0,1.30267446
jaipur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.298918883
jaipur,odisha,,2.0,0.298918883
jaipur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.298918883
jaipur,"odisha, rajasthan",,1.0,0.298918883
jaipur,rajasthan,0.7308463581065572,40.0,0.298918883
jaipur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.298918883
jaipur,"rajasthan, punjab, uttar pradesh",,1.0,0.298918883
jaisalmer,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.483488206
jaisalmer,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.483488206
jaisalmer,"odisha, rajasthan",,1.0,0.483488206
jaisalmer,rajasthan,0.8247054833567707,14.0,0.483488206
jaisalmer,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.483488206
jaisalmer,"rajasthan, punjab, uttar pradesh",,1.0,0.483488206
jajapur,"assam, odisha, west bengal, bihar",,1.0,11.54713951
jajapur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,11.54713951
jajapur,madhya pradesh,,1.0,11.54713951
jajapur,odisha,,18.0,11.54713951
jajapur,"odisha, bihar, assam, west bengal",,1.0,11.54713951
jajapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,11.54713951
jajapur,"odisha, rajasthan",,1.0,11.54713951
jajapur,"uttar pradesh, bihar, odisha, west bengal",,1.0,11.54713951
jalandhar,"jammu and kashmir, delhi, punjab",,1.0,5.423173348
jalandhar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,5.423173348
jalandhar,"madhya pradesh, punjab, haryana, west bengal",,1.0,5.423173348
jalandhar,punjab,0.32769874790188036,42.0,5.423173348
jalandhar,"rajasthan, punjab, uttar pradesh",,1.0,5.423173348
jalaun,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.80414767
jalaun,"himachal pradesh, uttar pradesh",,1.0,4.80414767
jalaun,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.80414767
jalaun,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.80414767
jalaun,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.80414767
jalaun,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.80414767
jalaun,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.80414767
jalaun,"rajasthan, punjab, uttar pradesh",,1.0,4.80414767
jalaun,uttar pradesh,0.6974047725246814,20.0,4.80414767
jalaun,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.80414767
jalaun,"uttar pradesh, bihar,  assam",,1.0,4.80414767
jalaun,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.80414767
jalaun,"uttar pradesh, east rajasthan",,1.0,4.80414767
jalaun,"uttar pradesh, west bengal, bihar",,1.0,4.80414767
jalgaon,"bihar, maharashtra",,1.0,1.018783927
jalgaon,maharashtra,0.773588976223525,44.0,1.018783927
jalgaon,"maharashtra, telangana",,1.0,1.018783927
jalgaon,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.018783927
jalna,"bihar, maharashtra",,1.0,0.061033309
jalna,maharashtra,,42.0,0.061033309
jalna,"maharashtra, telangana",,1.0,0.061033309
jalna,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.061033309
jalore,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.0
jalore,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.0
jalore,"odisha, rajasthan",,1.0,0.0
jalore,rajasthan,0.8600036280896237,15.0,0.0
jalore,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.0
jalore,"rajasthan, punjab, uttar pradesh",,1.0,0.0
jaloree,rajasthan,,3.0,0.0
jalpaiguri,"assam, odisha, west bengal, bihar",,1.0,4.567777417
jalpaiguri,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,4.567777417
jalpaiguri,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.567777417
jalpaiguri,"bihar, west bengal",,1.0,4.567777417
jalpaiguri,chhattisgarh,,2.0,4.567777417
jalpaiguri,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.567777417
jalpaiguri,"madhya pradesh, punjab, haryana, west bengal",,1.0,4.567777417
jalpaiguri,"odisha, bihar, assam, west bengal",,1.0,4.567777417
jalpaiguri,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.567777417
jalpaiguri,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.567777417
jalpaiguri,"uttar pradesh, west bengal, bihar",,1.0,4.567777417
jalpaiguri,west bengal,0.709206802638083,43.0,4.567777417
jammu,jammu & kashmir,,1.0,1.589424608
jammu,jammu and kashmir,,44.0,1.589424608
jammu,"jammu and kashmir, delhi, punjab",,1.0,1.589424608
jammu,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.589424608
jamnagar,gujarat,0.7432609900082325,31.0,0.00210776
jamnagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.00210776
jamtara,"bihar, jharkhand",,1.0,0.660567369
jamtara,jharkhand,,2.0,0.660567369
jamui,bihar,,18.0,0.413248775
jamui,"bihar, maharashtra",,1.0,0.413248775
jamui,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.413248775
jamui,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,0.413248775
jamui,"bihar, west bengal",,1.0,0.413248775
jamui,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.413248775
jamui,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.413248775
jamui,"odisha, bihar, assam, west bengal",,1.0,0.413248775
jamui,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.413248775
jamui,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.413248775
jamui,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.413248775
jamui,"uttar pradesh, bihar,  assam",,1.0,0.413248775
jamui,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.413248775
jamui,"west bengal, bihar",,1.0,0.413248775
jangoan,andhra pradesh,,1.0,0.117767389
jangoan,"maharashtra, telangana",,1.0,0.117767389
janjgir-champa,chhattisgarh,,5.0,0.0
jashpur,"madhya pradesh,  chhattisgarh",,1.0,0.568829082
jaunpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.243344328
jaunpur,"himachal pradesh, uttar pradesh",,1.0,4.243344328
jaunpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.243344328
jaunpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.243344328
jaunpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.243344328
jaunpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.243344328
jaunpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.243344328
jaunpur,"rajasthan, punjab, uttar pradesh",,1.0,4.243344328
jaunpur,uttar pradesh,0.6291555638001495,30.0,4.243344328
jaunpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.243344328
jaunpur,"uttar pradesh , uttarakhand",,1.0,4.243344328
jaunpur,"uttar pradesh, bihar",,1.0,4.243344328
jaunpur,"uttar pradesh, bihar,  assam",,1.0,4.243344328
jaunpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.243344328
jaunpur,"uttar pradesh, east rajasthan",,1.0,4.243344328
jaunpur,"uttar pradesh, uttarakhand",,2.0,4.243344328
jaunpur,"uttar pradesh, west bengal, bihar",,1.0,4.243344328
jawad,"madhya pradesh,  chhattisgarh",,1.0,0.0
jayashankar bhupalapally,andhra pradesh,,1.0,0.0
jayashankar bhupalapally,"maharashtra, telangana",,1.0,0.0
