district,flood_count,flood_risk_freq,flood_risk_area,flood_risk
rayagada,21.0,0.0909090909090909,0.0613582408193246,0.0761
purba purba medinipur,35.0,0.1515151515151515,0.0,0.0758
jamui,31.0,0.1341991341991342,0.0174942864750425,0.0758
pali,31.0,0.1341991341991342,0.016580362259059,0.0754
bankura,21.0,0.0909090909090909,0.0593418493520196,0.0751
adilabad,25.0,0.1082251082251082,0.0418557963708836,0.075
botad,26.0,0.1125541125541125,0.0371310880345555,0.0748
tiruvannamalai,25.0,0.1082251082251082,0.0405093512779854,0.0744
ramanathapuram,15.0,0.0649350649350649,0.0837555509233906,0.0743
lawngtlai,7.0,0.0303030303030303,0.1182095939224896,0.0743
anjaw,21.0,0.0909090909090909,0.0570549922390606,0.074
south tripura,25.0,0.1082251082251082,0.0394292795314115,0.0738
lunglei,8.0,0.0346320346320346,0.1126487733507384,0.0736
udhampur,29.0,0.1255411255411255,0.0200778069682683,0.0728
yadgir,23.0,0.0995670995670995,0.0456029416552318,0.0726
north goa,18.0,0.0779220779220779,0.0669665826180232,0.0724
chhindwara,31.0,0.1341991341991342,0.0103140449547311,0.0723
visakhapatnam,26.0,0.1125541125541125,0.0311538841340392,0.0719
datia,12.0,0.0519480519480519,0.0916619387608775,0.0718
fatehgarh sahib,28.0,0.1212121212121212,0.0201582401997308,0.0707
barmer,24.0,0.1038961038961039,0.0369993427340046,0.0704
gandhinagar,20.0,0.0865800865800865,0.0541823790007941,0.0704
bargarh,32.0,0.1385281385281385,0.0015281831375426,0.07
narsimhapur,13.0,0.0562770562770562,0.083681120969907,0.07
bhilwara,25.0,0.1082251082251082,0.0317472033168679,0.07
baloda bazar,0.0,0.0,0.1397177895975101,0.0699
kancheepuram,15.0,0.0649350649350649,0.074431778652147,0.0697
virudhunagar,14.0,0.0606060606060606,0.0786824136607508,0.0696
jamnagar,32.0,0.1385281385281385,8.922895720776343e-05,0.0693
hingoli,32.0,0.1385281385281385,9.213879590032464e-05,0.0693
davangere,32.0,0.1385281385281385,0.0,0.0693
