district,flood_count,flood_risk_freq
chamarajanagaraa chitradurga,1,0.004329004329004329
bijapur surendranagar,1,0.004329004329004329
south salmara mancachar mankachar,1,0.004329004329004329
bhubaneshwar,1,0.004329004329004329
jawad,1,0.004329004329004329
jashpur,1,0.004329004329004329
sshrawasti   east up,1,0.004329004329004329
sri muktsar sahib,1,0.004329004329004329
sukma,1,0.004329004329004329
suburbans,1,0.004329004329004329
lahul  spitti,1,0.004329004329004329
south andamans,1,0.004329004329004329
bhandara chandrapur,1,0.004329004329004329
bhadradri bhadradri kothagudem kothagudem,1,0.004329004329004329
bhadradri bhadradri kothagudem,1,0.004329004329004329
telangana,1,0.004329004329004329
the dangs,1,0.004329004329004329
jharkhand,1,0.004329004329004329
jhelum,1,0.004329004329004329
jhunjhunun,1,0.004329004329004329
khurja,1,0.004329004329004329
korea,1,0.004329004329004329
kollam kozhikode,1,0.004329004329004329
kochi,1,0.004329004329004329
balod,1,0.004329004329004329
udaiur,1,0.004329004329004329
tuensang,1,0.004329004329004329
kokrajhar darrang,1,0.004329004329004329
kanpur nagardehat,1,0.004329004329004329
balodabazarbhatapara,1,0.004329004329004329
bagalkotee ballari,1,0.004329004329004329
bagalkotee udupi,1,0.004329004329004329
bagalkoteebijapur,1,0.004329004329004329
urban,1,0.004329004329004329
uttar kashia,1,0.004329004329004329
various  nagaland,1,0.004329004329004329
