State,District,Year,composite_yield_kg_ha,rolling_mean_yield,yield_ratio,flooded_area_pct,damage_label,damage_label_name
Karnataka,Mysore,2017,1970.518,1676.2464,1.175553904247013,0,0,Healthy
Karnataka,Raichur,2016,1485.316,1855.3184,0.8005720204143936,0,3,Partial
Karnataka,Raichur,2017,2280.124,1796.9692,1.2688720541231313,0,0,Healthy
Karnataka,Shimoge,2016,1580.0579999999998,1766.7836000000002,0.8943132594167161,0,3,Partial
Karnataka,Shimoge,2017,2489.432,1717.3760000000002,1.449555601103078,0,0,Healthy
Karnataka,Tumkur,2016,1028.498,1284.1712000000002,0.8009041162112963,0,3,Partial
Karnataka,Tumkur,2017,1633.1580000000001,1222.7495999999999,1.3356438636332413,0,0,Healthy
Karnataka,Uttara Kannada,2016,1477.4879999999998,1243.314,1.188346628446233,0,0,Healthy
Karnataka,Uttara Kannada,2017,1485.374,1335.802,1.1119716844262848,0,0,Healthy
Kerala,Alappuzha,2016,631.306,585.9075999999999,1.0774838899512487,0,0,Healthy
Kerala,Alappuzha,2017,581.836,588.6048000000001,0.9885002636743702,0,0,Healthy
Kerala,Eranakulam,2016,1186.042,475.9688,2.4918482051764737,0,0,Healthy
Kerala,Eranakulam,2017,1174.284,626.9932,1.872881555972218,0,0,Healthy
Kerala,Kannur,2016,474.48199999999997,505.4856,0.9386657107541738,0,0,Healthy
Kerala,Kannur,2017,473.488,509.49440000000004,0.9293291545500794,0,0,Healthy
Kerala,Kollam,2016,569.914,546.9788000000001,1.0419306927434846,0,0,Healthy
Kerala,Kollam,2017,524.75,548.6351999999999,0.9564643318547553,0,0,Healthy
Kerala,Kottayam,2016,1288.53,636.4548000000001,2.02454282692188,0,0,Healthy
Kerala,Kottayam,2017,1263.596,776.234,1.6278544871778355,0,0,Healthy
Kerala,Kozhikode,2016,462.474,499.062,0.9266864638061002,0,0,Healthy
Kerala,Kozhikode,2017,467.91999999999996,502.34839999999997,0.931465094743011,0,0,Healthy
Kerala,Malappuram,2016,482.1,510.31239999999997,0.9447154331346839,0,0,Healthy
Kerala,Malappuram,2017,605.1600000000001,508.034,1.1911801178661272,0,0,Healthy
Kerala,Palakkad,2016,616.7180000000001,905.15,0.6813434237419214,0,1,Drought
Kerala,Palakkad,2017,974.4860000000001,735.9176,1.3241781416832539,0,0,Healthy
Kerala,Thiruvananthapuram,2016,440.948,508.2848,0.8675215154968238,0,3,Partial
Kerala,Thiruvananthapuram,2017,524.0060000000001,494.1412,1.060437785798877,0,0,Healthy
Kerala,Thrissur,2016,544.816,608.5020000000001,0.8953397030741065,0,3,Partial
Kerala,Thrissur,2017,643.58,599.7136,1.0731455814908983,0,0,Healthy
Madhya Pradesh,Balaghat,2016,1462.28,1304.9995999999999,1.1205214162517751,0,0,Healthy
Madhya Pradesh,Balaghat,2017,1441.4360000000001,1358.3396,1.0611749815730913,0,0,Healthy
Madhya Pradesh,Betul,2016,1802.218,1770.4568,1.0179395509678633,0,0,Healthy
Madhya Pradesh,Betul,2017,2141.132,1849.9575999999997,1.1573951748948195,0,0,Healthy
Madhya Pradesh,Bhind,2016,2374.092,2269.4856,1.0460925594769142,0,0,Healthy
Madhya Pradesh,Bhind,2017,2287.1580000000004,2407.5268,0.9500031318446799,0,0,Healthy
Madhya Pradesh,Chhatarpur,2016,1286.834,1000.5903999999998,1.2860747014962368,0,0,Healthy
Madhya Pradesh,Chhatarpur,2017,1814.1800000000003,1100.9424,1.6478427935921085,0,0,Healthy
Madhya Pradesh,Chhindwara,2016,2356.186,2142.3648,1.0998061581295586,0,0,Healthy
Madhya Pradesh,Chhindwara,2017,2408.332,2145.0512,1.1227387019946191,0,0,Healthy
Madhya Pradesh,Damoh,2016,1836.0520000000001,1712.0916000000002,1.0724029018073564,0,0,Healthy
Madhya Pradesh,Damoh,2017,1887.128,1704.3888000000002,1.1072168509908067,0,0,Healthy
Madhya Pradesh,Datia,2016,1788.0059999999999,1654.8512000000003,1.0804633069124279,0,0,Healthy
Madhya Pradesh,Datia,2017,1875.8160000000003,1719.4383999999998,1.090946904524175,0,0,Healthy
Madhya Pradesh,Dewas,2016,1785.3020000000001,1350.1128,1.3223354374538188,0,0,Healthy
Madhya Pradesh,Dewas,2017,2030.2440000000001,1464.2356000000002,1.3865555515792676,0,0,Healthy
Madhya Pradesh,Dhar,2016,1713.27,1754.4712000000004,0.9765164569244565,0,0,Healthy
Madhya Pradesh,Dhar,2017,2264.784,1852.9536,1.222256186015667,0,0,Healthy
Madhya Pradesh,Guna,2016,1129.6619999999998,1598.4288000000001,0.7067327615718634,0,1,Drought
Madhya Pradesh,Guna,2017,2139.2439999999997,1536.5912,1.3922011267538168,0,0,Healthy
Madhya Pradesh,Gwalior,2016,2109.6459999999997,2303.8464,0.9157060123452674,0,0,Healthy
Madhya Pradesh,Gwalior,2017,2689.572,2215.4816,1.213989770892252,0,0,Healthy
Madhya Pradesh,Hoshangabad,2016,2430.998,2128.1884,1.1422851473112061,0,0,Healthy
Madhya Pradesh,Hoshangabad,2017,2389.6040000000003,2179.6244,1.096337515766478,0,0,Healthy
Madhya Pradesh,Indore,2016,1490.11,1277.2832,1.1666245982096999,0,0,Healthy
Madhya Pradesh,Indore,2017,2210.8599999999997,1361.2912000000001,1.6240904223872155,0,0,Healthy
Madhya Pradesh,Jabalpur,2016,1732.578,1459.8392,1.1868279739302796,0,0,Healthy
Madhya Pradesh,Jabalpur,2017,2183.564,1576.626,1.3849600349099913,0,0,Healthy
Madhya Pradesh,Jhabua,2016,2009.9559999999997,1547.0412,1.2992259029688413,0,0,Healthy
Madhya Pradesh,Jhabua,2017,2290.322,1734.2552,1.3206372395481358,0,0,Healthy
Madhya Pradesh,Khandwa / East Nimar,2016,2191.4139999999998,1795.534,1.2204803696281996,0,0,Healthy
Madhya Pradesh,Khandwa / East Nimar,2017,2292.458,1932.7407999999996,1.1861176625443002,0,0,Healthy
Madhya Pradesh,Khargone / West Nimar,2016,2560.2859999999996,2106.3412,1.2155134220419748,0,0,Healthy
Madhya Pradesh,Khargone / West Nimar,2017,2613.6459999999997,2243.5768,1.1649460807403607,0,0,Healthy
Madhya Pradesh,Mandla,2016,1405.932,1124.3064,1.2504883010538765,0,0,Healthy
Madhya Pradesh,Mandla,2017,2089.5240000000003,1267.7232,1.6482493970292573,0,0,Healthy
Madhya Pradesh,Mandsaur,2016,1438.712,1475.3624,0.9751583746474765,0,0,Healthy
Madhya Pradesh,Mandsaur,2017,2489.304,1508.4460000000001,1.6502440259710986,0,0,Healthy
Madhya Pradesh,Morena,2016,2363.938,2533.8792000000003,0.9329323986715704,0,0,Healthy
Madhya Pradesh,Morena,2017,2807.6580000000004,2601.8872,1.0790852116878857,0,0,Healthy
Madhya Pradesh,Narsinghpur,2016,2120.4,1999.5031999999999,1.0604634191133078,0,0,Healthy
Madhya Pradesh,Narsinghpur,2017,2851.162,1960.2307999999998,1.454503214621462,0,0,Healthy
Madhya Pradesh,Panna,2016,1932.786,1278.5183999999997,1.5117389002770711,0,0,Healthy
Madhya Pradesh,Panna,2017,1755.284,1438.1167999999998,1.2205434217860471,0,0,Healthy
Madhya Pradesh,Raisen,2016,1419.024,1656.0444000000002,0.8568755765243974,0,3,Partial
Madhya Pradesh,Raisen,2017,1781.3759999999997,1621.884,1.0983374889942805,0,0,Healthy
Madhya Pradesh,Rajgarh,2016,1988.3739999999998,1262.6676,1.5747406522508376,0,0,Healthy
Madhya Pradesh,Rajgarh,2017,1816.782,1463.2328,1.2416219756692168,0,0,Healthy
Madhya Pradesh,Ratlam,2016,1335.988,1453.4147999999998,0.9192062720153945,0,0,Healthy
Madhya Pradesh,Ratlam,2017,1649.78,1338.5947999999999,1.2324715440400635,0,0,Healthy
Madhya Pradesh,Rewa,2016,1696.7240000000002,1288.3799999999999,1.3169437588289172,0,0,Healthy
Madhya Pradesh,Rewa,2017,2557.568,1448.068,1.7661933003146262,0,0,Healthy
Madhya Pradesh,Sagar,2016,1258.152,1240.8168,1.013970797300617,0,0,Healthy
Madhya Pradesh,Sagar,2017,1527.5,1252.898,1.2191734682312527,0,0,Healthy
Madhya Pradesh,Satna,2016,1805.7600000000002,1552.9419999999998,1.1627993833639636,0,0,Healthy
Madhya Pradesh,Satna,2017,2291.326,1699.3152000000002,1.348381983519008,0,0,Healthy
Madhya Pradesh,Sehore,2016,2086.888,1860.6148,1.1216120607016562,0,0,Healthy
Madhya Pradesh,Sehore,2017,2353.278,1928.7599999999998,1.2200989236607978,0,0,Healthy
Madhya Pradesh,Seoni / Shivani,2016,2008.048,1488.1368000000002,1.3493705686197666,0,0,Healthy
Madhya Pradesh,Seoni / Shivani,2017,2378.608,1704.1968000000002,1.3957355159920497,0,0,Healthy
Madhya Pradesh,Shahdol,2016,1405.714,1342.5064000000002,1.0470817867236981,0,0,Healthy
Madhya Pradesh,Shahdol,2017,1870.214,1465.748,1.275945114712761,0,0,Healthy
Madhya Pradesh,Shajapur,2016,1408.8700000000001,1198.3727999999999,1.1756525181479422,0,0,Healthy
Madhya Pradesh,Shajapur,2017,2190.7799999999997,1208.3384,1.8130517080314583,0,0,Healthy
Madhya Pradesh,Shivpuri,2016,2048.034,1672.3683999999998,1.2246308887443702,0,0,Healthy
Madhya Pradesh,Shivpuri,2017,2247.7879999999996,1772.5839999999996,1.2680854616762873,0,0,Healthy
Madhya Pradesh,Sidhi,2016,1944.068,1308.3124000000003,1.4859356221037112,0,0,Healthy
Madhya Pradesh,Sidhi,2017,2374.65,1528.1104,1.553978037188936,0,0,Healthy
Madhya Pradesh,Tikamgarh,2016,1361.334,944.0916000000001,1.4419511835504097,0,0,Healthy
Madhya Pradesh,Tikamgarh,2017,1190.714,1035.9228,1.1494234898585105,0,0,Healthy
Madhya Pradesh,Ujjain,2016,1159.41,1039.3067999999998,1.1155608719196297,0,0,Healthy
Madhya Pradesh,Ujjain,2017,1916.2280000000003,1034.6616,1.8520335537725576,0,0,Healthy
Madhya Pradesh,Vidisha,2016,1258.836,1414.8039999999999,0.8897599950240458,0,3,Partial
Madhya Pradesh,Vidisha,2017,2214.874,1417.7692000000002,1.5622246554657835,0,0,Healthy
Maharashtra,Ahmednagar,2016,1742.6,1170.716,1.488490803918286,0,0,Healthy
Maharashtra,Ahmednagar,2017,1848.618,1260.4180000000001,1.4666705807121128,0,0,Healthy
Maharashtra,Akola,2016,1029.2440000000001,1048.2671999999998,0.9818527184672003,0,0,Healthy
Maharashtra,Akola,2017,965.51,918.3532000000001,1.0513493065630957,0,0,Healthy
Maharashtra,Amarawati,2016,1110.708,1004.2860000000001,1.105967821915271,0,0,Healthy
Maharashtra,Amarawati,2017,1168.716,927.0279999999999,1.2607127292811005,0,0,Healthy
Maharashtra,Aurangabad,2016,1563.084,1030.1871999999998,1.517281519319984,0,0,Healthy
Maharashtra,Aurangabad,2017,1114.522,1032.1164,1.079841382231694,0,0,Healthy
Maharashtra,Beed,2016,1055.266,714.7116,1.4764920563763064,0,0,Healthy
Maharashtra,Beed,2017,712.0980000000001,721.7368,0.9866449930223872,0,0,Healthy
Maharashtra,Bhandara,2016,1017.3399999999999,828.892,1.22734928072656,0,0,Healthy
Maharashtra,Bhandara,2017,602.182,893.5336,0.6739332466065071,0,1,Drought
Maharashtra,Bombay,2016,200.0,0.0,inf,0,0,Healthy
Maharashtra,Buldhana,2016,1187.1799999999998,989.658,1.199586119649414,0,0,Healthy
Maharashtra,Buldhana,2017,1037.8319999999999,954.4135999999999,1.0874027779989723,0,0,Healthy
Maharashtra,Chandrapur,2016,1257.114,1074.2743999999998,1.1701982286834727,0,0,Healthy
Maharashtra,Chandrapur,2017,1006.016,1143.2712,0.8799451958555415,0,3,Partial
Maharashtra,Dhule,2016,1648.274,1553.5228000000002,1.0609911872551852,0,0,Healthy
Maharashtra,Dhule,2017,1863.768,1503.492,1.2396261503220503,0,0,Healthy
Maharashtra,Jalgaon,2016,1821.5720000000001,1656.4684000000002,1.0996720492826786,0,0,Healthy
Maharashtra,Jalgaon,2017,1675.3379999999997,1579.0536,1.06097601753354,0,0,Healthy
Maharashtra,Kolhapur,2016,2214.5,1952.0768,1.134432825593747,0,0,Healthy
Maharashtra,Kolhapur,2017,2008.5220000000002,1982.5912,1.0130792469975656,0,0,Healthy
Maharashtra,Nagpur,2016,1304.772,931.5312000000001,1.4006745023677143,0,0,Healthy
Maharashtra,Nagpur,2017,985.268,1016.3936000000001,0.9693764305481655,0,0,Healthy
Maharashtra,Nanded,2016,1072.278,691.6980000000001,1.5502112193471715,0,0,Healthy
Maharashtra,Nanded,2017,962.548,704.4012,1.3664769452408656,0,0,Healthy
Maharashtra,Nasik,2016,2477.06,1597.7148,1.550376825701308,0,0,Healthy
Maharashtra,Nasik,2017,2330.8120000000004,1744.2887999999998,1.3362534919676148,0,0,Healthy
Maharashtra,Osmanabad,2016,657.754,712.5391999999999,0.9231127213772942,0,0,Healthy
Maharashtra,Osmanabad,2017,597.87,645.8856,0.9256592808385882,0,0,Healthy
Maharashtra,Parbhani,2016,807.972,728.9764,1.108365099336549,0,0,Healthy
Maharashtra,Parbhani,2017,560.854,658.3972,0.8518474865931994,0,3,Partial
Maharashtra,Pune,2016,2309.8840000000005,1594.6896000000002,1.4484850217873122,0,0,Healthy
Maharashtra,Pune,2017,1918.5440000000003,1724.7416,1.1123660494998209,0,0,Healthy
Maharashtra,Raigad,2016,545.632,698.8604,0.7807453391263833,0,1,Drought
Maharashtra,Raigad,2017,544.132,597.4064,0.9108238545820734,0,0,Healthy
Maharashtra,Ratnagiri,2016,1340.91,825.8128,1.6237457205797732,0,0,Healthy
Maharashtra,Ratnagiri,2017,618.604,869.47,0.7114725062394333,0,1,Drought
Maharashtra,Sangli,2016,1962.268,1451.498,1.3518916319554006,0,0,Healthy
Maharashtra,Sangli,2017,1539.4759999999999,1579.72,0.9745245992960777,0,0,Healthy
Maharashtra,Satara,2016,1540.95,1484.9992,1.0376773266948562,0,0,Healthy
Maharashtra,Satara,2017,1719.3799999999999,1474.7384,1.1658881331088957,0,0,Healthy
Maharashtra,Solapur,2016,792.0620000000001,767.0175999999999,1.032651662751937,0,0,Healthy
Maharashtra,Solapur,2017,741.548,740.2308,1.0017794450055306,0,0,Healthy
Maharashtra,Thane,2016,1846.5880000000002,800.2632,2.3074758404484927,0,0,Healthy
Maharashtra,Thane,2017,1455.1439999999998,919.5808000000001,1.5823992845435655,0,0,Healthy
Maharashtra,Wardha,2016,711.14,537.3124,1.323513099641847,0,0,Healthy
Maharashtra,Wardha,2017,470.788,562.7964,0.8365156564612,0,3,Partial
Maharashtra,Yeotmal,2016,866.518,830.7012000000001,1.0431163455644459,0,0,Healthy
Maharashtra,Yeotmal,2017,805.28,702.8208000000001,1.145782822591477,0,0,Healthy
Orissa,Balasore,2016,1408.2779999999998,1153.2272,1.2211626642174238,0,0,Healthy
Orissa,Balasore,2017,1269.032,1206.8515999999997,1.0515228218614452,0,0,Healthy
Orissa,Bolangir,2016,1521.01,1406.4144,1.0814806788098872,0,0,Healthy
Orissa,Bolangir,2017,1347.288,1486.3139999999999,0.9064625644379318,0,0,Healthy
Orissa,Cuttack,2016,1384.032,1128.386,1.2265589966553998,0,0,Healthy
Orissa,Cuttack,2017,1195.0040000000001,1198.4952,0.9970870137819493,0,0,Healthy
Orissa,Dhenkanal,2016,1334.1079999999997,1112.984,1.198676710536719,0,0,Healthy
Orissa,Dhenkanal,2017,1125.118,1183.7492,0.9504699137283471,0,0,Healthy
Orissa,Ganjam,2016,1693.7720000000002,1286.4468000000002,1.3166280953087217,0,0,Healthy
Orissa,Ganjam,2017,1534.7599999999998,1400.8784,1.0955697510933138,0,0,Healthy
Orissa,Kalahandi,2016,1702.618,1578.0056,1.0789682875650124,0,0,Healthy
Orissa,Kalahandi,2017,1536.534,1639.8067999999998,0.9370213612969529,0,0,Healthy
Orissa,Keonjhar,2016,1685.9099999999999,1291.0452,1.3058489354206961,0,0,Healthy
Orissa,Keonjhar,2017,1695.366,1386.8432,1.2224640824571948,0,0,Healthy
Orissa,Koraput,2016,1708.452,1512.0623999999998,1.1298819413801973,0,0,Healthy
Orissa,Koraput,2017,1709.81,1587.0531999999998,1.0773488878633686,0,0,Healthy
Orissa,Mayurbhanja,2016,1322.9379999999999,1134.0252,1.1665860688104637,0,0,Healthy
Orissa,Mayurbhanja,2017,1256.7,1165.3804,1.0783603362472889,0,0,Healthy
Orissa,Phulbani ( Kandhamal ),2016,1564.67,1227.8516,1.2743152348378257,0,0,Healthy
Orissa,Phulbani ( Kandhamal ),2017,1554.854,1314.5120000000002,1.182837433207152,0,0,Healthy
Orissa,Puri,2016,1366.1460000000002,1082.4584,1.2620771384840288,0,0,Healthy
Orissa,Puri,2017,1259.15,1161.4852,1.0840861338568928,0,0,Healthy
Orissa,Sambalpur,2016,1442.5400000000002,1329.4272,1.0850838616811813,0,0,Healthy
Orissa,Sambalpur,2017,1389.628,1355.7156,1.025014390923878,0,0,Healthy
Orissa,Sundargarh,2016,1467.1680000000001,1360.2104000000002,1.078633129110026,0,0,Healthy
Orissa,Sundargarh,2017,1502.882,1381.674,1.0877254692496205,0,0,Healthy
Punjab,Amritsar,2016,2222.906,2388.5020000000004,0.9306695158722913,0,0,Healthy
Punjab,Amritsar,2017,2248.57,2287.1624,0.9831265151962973,0,0,Healthy
Punjab,Bhatinda,2016,2036.1740000000002,2083.9196,0.9770885594626587,0,0,Healthy
Punjab,Bhatinda,2017,2099.814,2088.91,1.005219947245214,0,0,Healthy
Punjab,Ferozpur,2016,2650.728,1842.7540000000001,1.438460044042775,0,0,Healthy
Punjab,Ferozpur,2017,2774.462,2017.8328000000001,1.3749712067322921,0,0,Healthy
Punjab,Gurdaspur,2016,2061.076,1995.45,1.0328878197900222,0,0,Healthy
Punjab,Gurdaspur,2017,2102.6099999999997,1952.4311999999998,1.0769188691514455,0,0,Healthy
Punjab,Hoshiarpur,2016,2413.74,2369.0119999999997,1.0188804446748265,0,0,Healthy
Punjab,Hoshiarpur,2017,2417.2039999999997,2356.0144,1.025971657898186,0,0,Healthy
Punjab,Jalandhar,2016,2817.614,2459.1464000000005,1.1457691172839484,0,0,Healthy
Punjab,Jalandhar,2017,2749.4299999999994,2504.3336,1.0978689101164476,0,0,Healthy
Punjab,Kapurthala,2016,2303.55,2643.7699999999995,0.8713125574463741,0,3,Partial
Punjab,Kapurthala,2017,2938.0099999999998,2480.6096,1.184390320830815,0,0,Healthy
Punjab,Ludhiana,2016,2581.2799999999997,2907.3332,0.8878514509448039,0,3,Partial
Punjab,Ludhiana,2017,2777.88,2918.5939999999996,0.9517870591113394,0,0,Healthy
Punjab,Patiala,2016,2738.5260000000003,2634.9831999999997,1.039295430801988,0,0,Healthy
Punjab,Patiala,2017,2741.0260000000003,2630.2635999999998,1.0421107603055453,0,0,Healthy
Punjab,Roopnagar / Ropar,2016,2568.734,2355.5516,1.0905021142393994,0,0,Healthy
Punjab,Roopnagar / Ropar,2017,2613.468,2390.484,1.0932798546235825,0,0,Healthy
Punjab,Sangrur,2016,2665.536,2612.2275999999997,1.0204072570093052,0,0,Healthy
Punjab,Sangrur,2017,2207.512,2753.5936,0.8016840248321321,0,3,Partial
Rajasthan,Ajmer,2016,1653.774,1370.414,1.2067696331181672,0,0,Healthy
Rajasthan,Ajmer,2017,1708.0700000000002,1365.7712,1.2506267521236356,0,0,Healthy
Rajasthan,Alwar,2016,2238.1059999999998,2059.5148,1.086715181653465,0,0,Healthy
Rajasthan,Alwar,2017,2213.326,2079.5188,1.0643452706462668,0,0,Healthy
Rajasthan,Banswara,2016,1281.914,1247.2652000000003,1.0277798177965678,0,0,Healthy
Rajasthan,Banswara,2017,1350.3139999999999,1225.8856,1.1015008251993497,0,0,Healthy
Rajasthan,Barmer,2016,609.5699999999999,594.1504,1.0259523514584858,0,0,Healthy
Rajasthan,Barmer,2017,775.006,624.9452,1.240118333575488,0,0,Healthy
Rajasthan,Bharatpur,2016,2278.312,2004.2920000000001,1.1367166061631737,0,0,Healthy
Rajasthan,Bharatpur,2017,2169.302,2036.536,1.0651920712425413,0,0,Healthy
Rajasthan,Bhilwara,2016,1919.9180000000001,1751.0944,1.0964103363016866,0,0,Healthy
Rajasthan,Bhilwara,2017,2008.25,1813.4099999999999,1.1074439867432075,0,0,Healthy
Rajasthan,Bikaner,2016,1607.624,1196.6735999999999,1.3434106008522293,0,0,Healthy
Rajasthan,Bikaner,2017,714.508,1230.2900000000002,0.5807638849376976,0,1,Drought
Rajasthan,Bundi,2016,2340.906,2086.1976,1.1220921738190093,0,0,Healthy
Rajasthan,Bundi,2017,2540.756,2116.6551999999997,1.20036366811184,0,0,Healthy
Rajasthan,Chittorgarh,2016,1792.634,2007.1775999999998,0.8931118003708293,0,3,Partial
Rajasthan,Chittorgarh,2017,2235.912,1967.8548000000003,1.1362179770580632,0,0,Healthy
Rajasthan,Churu,2016,706.6960000000001,537.9068,1.3137889314654512,0,0,Healthy
Rajasthan,Churu,2017,1037.366,607.474,1.707671439436091,0,0,Healthy
Rajasthan,Dungarpur,2016,1265.81,1067.1704,1.1861367219330672,0,0,Healthy
Rajasthan,Dungarpur,2017,1215.974,1106.2252,1.0992101789038975,0,0,Healthy
Rajasthan,Ganganagar,2016,1929.4940000000001,2098.1376,0.9196222402191353,0,0,Healthy
Rajasthan,Ganganagar,2017,2106.702,2069.1292000000003,1.0181587500674196,0,0,Healthy
Rajasthan,Jaipur,2016,1514.0059999999999,1380.0148000000002,1.0970940311654627,0,0,Healthy
Rajasthan,Jaipur,2017,1418.42,1407.3364,1.0078755868177645,0,0,Healthy
Rajasthan,Jaisalmer,2016,388.42400000000004,361.46279999999996,1.0745891416765434,0,0,Healthy
Rajasthan,Jaisalmer,2017,421.142,336.754,1.2505924205800079,0,0,Healthy
Rajasthan,Jalore,2016,803.524,998.6848,0.8045821864916739,0,3,Partial
Rajasthan,Jalore,2017,942.906,932.4848,1.0111757317652792,0,0,Healthy
Rajasthan,Jhalawar,2016,1824.0480000000002,1957.3964,0.9318746064925838,0,0,Healthy
Rajasthan,Jhalawar,2017,2296.756,1840.4632000000001,1.2479228055198277,0,0,Healthy
Rajasthan,Jhunjhunu,2016,1103.392,1004.3808000000001,1.0985793436115066,0,0,Healthy
Rajasthan,Jhunjhunu,2017,1000.05,1018.314,0.9820644712731044,0,0,Healthy
Rajasthan,Jodhpur,2016,1015.866,825.6872000000001,1.2303279014135133,0,0,Healthy
Rajasthan,Jodhpur,2017,1172.2199999999998,808.4671999999999,1.4499289519723249,0,0,Healthy
Rajasthan,Kota,2016,2420.9880000000003,2019.464,1.1988270154852974,0,0,Healthy
Rajasthan,Kota,2017,2428.982,2092.9456,1.160556681454119,0,0,Healthy
Rajasthan,Nagaur,2016,1132.3780000000002,1110.1808,1.019994220761159,0,0,Healthy
Rajasthan,Nagaur,2017,1222.5800000000002,1079.8708000000001,1.132153957677159,0,0,Healthy
Rajasthan,Pali,2016,1122.636,979.7132000000001,1.1458822847339403,0,0,Healthy
Rajasthan,Pali,2017,829.642,996.6211999999999,0.8324546979333775,0,3,Partial
Rajasthan,Sikar,2016,1519.924,1336.3968,1.1373298708886463,0,0,Healthy
Rajasthan,Sikar,2017,1217.5459999999998,1361.9448,0.8939760260474579,0,3,Partial
Rajasthan,Sirohi,2016,1477.9339999999997,1141.7448,1.2944521402681228,0,0,Healthy
Rajasthan,Sirohi,2017,605.466,1227.2671999999998,0.4933448885458685,0,1,Drought
Rajasthan,Swami Madhopur,2016,1979.8380000000002,1900.9971999999998,1.041473390912938,0,0,Healthy
Rajasthan,Swami Madhopur,2017,2076.55,1899.9279999999999,1.092962470156764,0,0,Healthy
Rajasthan,Tonk,2016,1713.0940000000003,1264.2108,1.3550698981530613,0,0,Healthy
Rajasthan,Tonk,2017,2452.8239999999996,1359.4928,1.8042199267256138,0,0,Healthy
Rajasthan,Udaipur,2016,1524.914,1551.6767999999997,0.9827523360534876,0,0,Healthy
Rajasthan,Udaipur,2017,1630.032,1539.3147999999997,1.0589334943053885,0,0,Healthy
Tamil Nadu,Chengalpattu Mgr / Kanchipuram,2016,2079.116,2881.7871999999998,0.7214675670708789,0,1,Drought
Tamil Nadu,Chengalpattu Mgr / Kanchipuram,2017,2867.168,2770.5624,1.034868588413674,0,0,Healthy
Tamil Nadu,Coimbatore,2016,1765.6379999999997,2733.9256,0.6458251826604204,0,1,Drought
Tamil Nadu,Coimbatore,2017,2778.468,2500.9276,1.1109749838419951,0,0,Healthy
Tamil Nadu,Kanyakumari,2016,1375.2240000000002,1630.6663999999998,0.8433509146935267,0,3,Partial
Tamil Nadu,Kanyakumari,2017,2326.206,1688.8400000000001,1.3773986878567537,0,0,Healthy
Tamil Nadu,Madurai,2016,1674.2719999999997,3071.2068,0.5451511764040116,0,1,Drought
Tamil Nadu,Madurai,2017,3552.0199999999995,2792.9412,1.2717847407600271,0,0,Healthy
Tamil Nadu,North Arcot / Vellore,2016,2372.588,2887.3296,0.8217239902226612,0,3,Partial
Tamil Nadu,North Arcot / Vellore,2017,3290.5919999999996,2803.3716,1.1737980080842654,0,0,Healthy
Tamil Nadu,Ramananthapuram,2016,915.2959999999999,2422.3516000000004,0.37785431313934764,0,1,Drought
Tamil Nadu,Ramananthapuram,2017,2276.1639999999998,2084.752,1.0918152374958747,0,0,Healthy
Tamil Nadu,Salem,2016,2930.1059999999998,3118.1324,0.9396990326645526,0,0,Healthy
Tamil Nadu,Salem,2017,3384.9900000000002,3157.3527999999997,1.0720974862232693,0,0,Healthy
Tamil Nadu,South Arcot / Cuddalore,2016,2544.446,2427.6272,1.0481205681004069,0,0,Healthy
Tamil Nadu,South Arcot / Cuddalore,2017,3082.7,2553.1864,1.2073932400705252,0,0,Healthy
Tamil Nadu,Thanjavur,2016,1553.5639999999999,2555.7160000000003,0.6078781836479482,0,1,Drought
Tamil Nadu,Thanjavur,2017,2793.7239999999997,2316.4368,1.2060436960766638,0,0,Healthy
Tamil Nadu,The Nilgiris,2016,858.436,913.242,0.9399874293998743,0,0,Healthy
Tamil Nadu,The Nilgiris,2017,770.712,919.9291999999999,0.8377949085647026,0,3,Partial
Tamil Nadu,Thirunelveli,2016,1006.4180000000002,2683.2231999999995,0.37507800320152285,0,1,Drought
Tamil Nadu,Thirunelveli,2017,2739.424,2313.9308,1.1838832863973288,0,0,Healthy
Tamil Nadu,Tiruchirapalli / Trichy,2016,2110.3959999999997,2686.406,0.7855834151650941,0,1,Drought
Tamil Nadu,Tiruchirapalli / Trichy,2017,3637.9839999999995,2597.6968,1.4004652121063548,0,0,Healthy
Telangana,Adilabad,2016,2352.216,2022.042,1.1632874094603376,0,0,Healthy
Telangana,Adilabad,2017,2697.2,2118.9968,1.27286648096873,0,0,Healthy
Telangana,Hyderabad,2016,1893.0939999999998,1867.596,1.0136528456903955,0,0,Healthy
Telangana,Hyderabad,2017,1793.64,1957.4916,0.9162951197338471,0,0,Healthy
Telangana,Karimnagar,2016,2418.834,1928.4488000000001,1.2542899764826527,0,0,Healthy
Telangana,Karimnagar,2017,2383.62,2066.1356,1.1536609697833966,0,0,Healthy
Telangana,Khammam,2016,2240.718,1753.5795999999998,1.2777965710823735,0,0,Healthy
Telangana,Khammam,2017,2246.6639999999998,1836.0384,1.2236476099846276,0,0,Healthy
Telangana,Mahabubnagar,2016,1411.944,1519.218,0.9293886723301066,0,0,Healthy
Telangana,Mahabubnagar,2017,1644.7959999999998,1555.0432,1.0577172389808847,0,0,Healthy
Telangana,Medak,2016,1836.7779999999998,1853.3848000000003,0.9910397452272186,0,0,Healthy
Telangana,Medak,2017,2003.6559999999997,1846.4892,1.0851165552444064,0,0,Healthy
Telangana,Nalgonda,2016,1567.804,1274.5348000000001,1.230099013381196,0,0,Healthy
